"Year","Rank","Book_Title","Author","Rating","Num_Customers_Rated","Price"
2015,77,"Night (Night)","Elie Wiesel",4.7,5557,8.78
2015,78,"What to Expect When You're Expecting","Heidi Murkoff",4.4,3467,14.99
2015,79,"The Jesus Storybook Bible: Every Story Whispers His Name","Sally Lloyd-Jones",4.9,6858,10.99
2015,80,"The Road to Character","David Brooks",4.4,2373,0.99
2015,81,"Where Is Baby's Belly Button? A Lift-the-Flap Book","Karen Katz",4.8,7332,5
2015,82,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",4.7,41984,4.31
2015,83,"Guess How Much I Love You","Sam McBratney",4.8,4219,8.15
2015,84,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art…","Valentina Harper",4.7,1527,8.98
2015,85,"Little Blue Truck","Alice Schertle",4.9,1901,0.35
2015,86,"The Outsiders","S. E. Hinton",4.8,14704,5.89
2015,87,"Thinking, Fast and Slow","Daniel Kahneman",4.6,14675,15.99
2015,88,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","Tom Robinson",4.6,3990,0.35
2015,89,"1984 (Signet Classics)","George Orwell",4.7,33234,3.09
2015,90,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","Kerry Patterson",4.6,5420,16.99
2015,91,"Emotional Intelligence 2.0","Travis Bradberry",4.5,5981,13.67
2015,92,"For the Love: Fighting for Grace in a World of Impossible Standards","Jen Hatmaker",4.7,1691,10.43
2015,93,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book)","Herve Tullet",4.8,7592,7.99
2015,94,"Little Blue Truck board book","Alice Schertle",4.9,7035,1.3
2015,95,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,21233,5
2015,96,"A Long Walk to Water: Based on a True Story","Linda Sue Park",4.8,8426,4.79
2015,97,"A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons","George R. R. Martin",4.7,23179,12.97
2015,98,"Rogue Lawyer: A Novel","John Grisham",4.1,12695,15.96
2015,99,"Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults) (Volume 28)","Lilt Kids Coloring Books",4.4,955,4.72
2015,100,"Lord of the Flies","William Golding",4.6,15856,0.94
2016,1,"Harry Potter and the Cursed Child, Parts 1 & 2,…","J.K. Rowling",4.1,28008,19.83
2016,2,"StrengthsFinder 2.0","Tom Rath",4,552,15.79
2016,3,"First 100 Words","Roger Priddy",4.7,2335,4.99
2016,4,"The Life-Changing Magic of Tidying Up: The…","Marie Kondō",4.5,24533,0.94
2016,5,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16868,8.98
2016,6,"Diary of a Wimpy Kid #11: Double Down","Jeff Kinney",4.8,7234,21.99
2016,7,"When Breath Becomes Air","Paul Kalanithi",4.7,16217,14.67
2016,8,"Giraffes Can't Dance (Board Book)","Giles Andreae",4.8,20432,0.94
2016,9,"The 5 Love Languages: The Secret to Love that…","Gary Chapman",4.8,37912,1.5
2016,10,"The Whole30: The 30-Day Guide to Total Health…","Melissa Hartwig Urban",4.6,9808,14.98
2016,11,"A Man Called Ove: A Novel","Fredrik Backman",4.6,28792,0.94
2016,12,"Killing the Rising Sun: How America Vanquished…","Bill O'Reilly",4.8,931,14.99
2016,13,"How to Win Friends & Influence People","Dale Carnegie",4.7,33638,5.3
2016,14,"The Magnolia Story","Chip Gaines",4.8,8634,13.46
2016,15,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,804,4.24
2016,16,"To Kill a Mockingbird","Harper Lee",4.8,35425,0.35
2016,17,"Hillbilly Elegy: A Memoir of a Family and Culture…","J. D. Vance",4.4,19354,2.73
2016,18,"Fantastic Beasts and Where to Find Them: The…","J.K. Rowling",4.7,5461,9.78
2016,19,"Hamilton: The Revolution","Lin-Manuel Miranda",4.9,8327,23.69
2016,20,"The Girl on the Train","Paula Hawkins",4.1,82328,0.25
2016,21,"Mindset: The New Psychology of Success","Carol S. Dweck",4.6,7558,10.14
2016,22,"The Official SAT Study Guide, 2016 Edition…","The College Board",4.3,907,31.19
2016,24,"The Four Agreements: A Practical Guide to…","Don Miguel Ruiz",4.7,37108,5.72
2016,25,"Milk and Honey","Rupi Kaur",4.7,24058,8.69
2016,26,"The Going-To-Bed Book","Sandra Boynton",4.8,7168,3.97
2016,27,"Born to Run","Bruce Springsteen",4.7,4288,2.5
2016,28,"Alexander Hamilton","Ron Chernow",4.8,13071,3.01
2016,29,"The Very Hungry Caterpillar","Eric Carle",4.9,30448,0.94
2016,30,"The 7 Habits of Highly Effective People: Powerful…","Stephen R. Covey",4.7,6405,14.99
2016,31,"The Constitution of the United States","Delegates of the Constitutional Convention ",4.8,356,0.99
2016,32,"Wonder","R. J. Palacio",4.8,26081,0.35
2016,33,"The Wonderful Things You Will Be","Emily Winfield Martin",4.9,12082,1.91
2016,34,"You Are a Badass: How to Stop Doubting Your…","Jen Sincero",4.7,20447,1.49
2016,35,"Thug Kitchen: The Official Cookbook: Eat Like…","Thug Kitchen",4.6,11906,32
2016,36,"Pokémon Deluxe Essential Handbook: The Need…","Scholastic",4.7,403,0.36
2016,37,"Publication Manual of the American Psychological…","American Psychological Association",4.5,10392,15.99
2016,38,"Cravings: Recipes for All the Food You Want to…","Chrissy Teigen",4.8,704,15.8
2016,39,"Between the World and Me","Ta-Nehisi Coates",4.7,14509,7.86
2016,40,"Calm the F*ck Down: An Irreverent Adult Coloring…","Sasha O'Hara",4.6,14801,4.99
2016,41,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,15281,0.94
2016,42,"Jesus Calling: Enjoying Peace in His Presence…","Sarah Young",4.9,21952,7.26
2016,43,"Night (Night)","Elie Wiesel",4.7,5562,8.78
2016,45,"Harry Potter Paperback Box Set (Books 1-7)","J. K. Rowling",4.8,31038,40
2016,46,"Harry Potter and the Sorcerer's Stone: The…","J.K. Rowling",4.9,13389,15
2016,47,"10-Day Green Smoothie Cleanse","JJ Smith",4.7,21931,3.72
2016,48,"Uninvited: Living Loved When You Feel Less…","Lysa TerKeurst",4.7,6147,7.84
2016,49,"The Nightingale: A Novel","Kristin Hannah",4.8,56246,11.15
2016,50,"Harry Potter and the Chamber of Secrets: The…","J.K. Rowling",4.9,25289,17.32
2016,51,"Fahrenheit 451","Ray Bradbury",4.6,15042,1.26
2016,52,"Love You Forever","Robert Munsch",4.9,26344,0.25
2016,53,"The Great Gatsby","F. Scott Fitzgerald",4.4,10826,8.74
2016,54,"The Five Dysfunctions of a Team: A Leadership…","Patrick Lencioni",4.6,3796,19.54
2016,55,"All the Light We Cannot See","Anthony Doerr",4.6,40409,13.99
2016,56,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,21275,5
2016,57,"The Alchemist, 25th Anniversary: A Fable About…","Paulo Coelho",4.7,42046,4.31
2016,58,"Fervent: A Woman's Battle Plan to Serious,…","Priscilla Shirer",4.9,5888,1.26
2016,59,"The Whistler","John Grisham",4.3,14121,12.99
2016,60,"If Animals Kissed Good Night","Ann Whitford Paul",4.8,30073,4.79
2016,61,"Cooking for Jeffrey: A Barefoot Contessa Cookbook","Ina Garten",4.7,1521,9.06
2016,62,"The Trials of Apollo, Book 1: The Hidden Oracle…","Rick Riordan",4.7,5031,1.49
2016,63,"Knock-Knock Jokes for Kids","Rob Elliott",4.5,4374,4.74
2016,64,"Puppy Birthday to You! (Paw Patrol) (Little Golden…","Golden Books",4.8,6911,0.25
2016,65,"The Gifts of Imperfection: Let Go of Who You…","Brené Brown",4.7,15678,2.48
2016,66,"Crisis of Character: A White House Secret…","Gary J. Byrne",4.1,6932,13.99
2016,67,"First 100 Animals","Roger Priddy",4.8,6078,0.14
2016,68,"Adult Coloring Books: A Coloring Book for Adults…","Coloring Books for Adults",4.5,2694,8.49
2016,69,"Goodnight Moon","Margaret Wise Brown",4.9,1308,0.25
2016,70,"Daring Greatly: How the Courage to Be…","Brené Brown",4.8,6904,13.07
2016,71,"Miss Peregrine's Home for Peculiar Children…","Ransom Riggs",4.4,10929,0.03
2016,72,"Grit: The Power of Passion and Perseverance","Angela Duckworth",4.6,6285,18.79
2016,73,"Emotional Intelligence 2.0","Travis Bradberry",4.5,5996,13.67
2016,74,"The Underground Railroad (Pulitzer Prize Winner)…","Colson Whitehead",4.4,9783,15.4
2016,75,"The Outsiders","S. E. Hinton",4.8,14743,5.89
2016,76,"The Food Lab: Better Home Cooking Through…","J. Kenji López-Alt",4.8,5346,44.95
2016,77,"Me Before You: A Novel (Movie Tie-In)","Jojo Moyes",4.6,1071,15.96
2016,78,"Chicka Chicka Boom Boom (Board Book)","Bill Martin Jr.",4.9,17352,4.59
2016,79,"The Care and Keeping of You: The Body Book for…","Valorie Schaefer",4.8,13687,0.94
2016,80,"Potty (Leslie Patricelli board books)","Leslie Patricelli",4.7,8624,0.94
2016,81,"Tools of Titans: The Tactics, Routines, and Habits…","Timothy Ferriss",4.7,5093,8.76
2016,82,"First 100 Padded: Numbers Colors Shapes","Roger Priddy",4.8,4776,5.59
2016,83,"Good Vibes Coloring Book (Coloring is Fun)…","Thaneeya McArdle",4.7,4468,7.79
2016,84,"The Instant Pot Electric Pressure Cooker…","Laurel Randolph",4.3,9104,12.64
2016,85,"Quieting Your Heart: 6-Month Bible-Study Journal","Darlene Schacht",4.4,1277,9.99
2016,86,"The Book with No Pictures","B. J. Novak",4.8,10396,1.05
2016,87,"Creative Haven Owls Coloring Book (Adult Coloring)","Marjorie Sarnat",4.8,4298,0.8
2016,88,"Magnus Chase and the Gods of Asgard, Book 2…","Rick Riordan",4.7,2495,0.74
2016,89,"Secret Garden: An Inky Treasure Hunt and…","Johanna Basford",4.7,11005,9.99
2016,90,"Harry Potter and the Sorcerer's Stone","J.K. Rowling",4.8,4231,1
2016,91,"Dragons Love Tacos","Adam Rubin",4.7,7776,9.5
2016,92,"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team",4.8,24219,16.66
2016,93,"The Everything Kids' Science Experiments Book:…","Tom Robinson",4.6,4,0.35
2016,94,"1984 (Signet Classics)","George Orwell",4.7,33301,3.09
2016,95,"The Giver (1) (Giver Quartet)","Lois Lowry",4.6,14887,0.94
2016,97,"Thinking, Fast and Slow","Daniel Kahneman",4.6,14714,15.99
2016,98,"Little Blue Truck board book","Alice Schertle",4.9,7041,1.3
2016,99,"Harry Potter Coloring Book","Scholastic",4.8,5108,14.39
2016,100,"The Day the Crayons Quit","Drew Daywalt",4.8,11445,9.19
2017,1,"Wonder","R. J. Palacio",4.8,26045,0.35
2017,2,"Milk and Honey","Rupi Kaur",4.7,23999,8.69
2017,3,"Giraffes Can't Dance (Board Book)","Giles Andreae",4.8,20385,0.94
2017,4,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",4.6,37307,15.8
2017,5,"The Getaway","Jeff Kinney",4.8,8650,16.99
2017,6,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph",4.3,9089,12.64
2017,7,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","J. D. Vance",4.4,19318,2.75
2017,8,"Astrophysics for People in a Hurry","Neil deGrasse Tyson",4.7,12157,9.49
2017,9,"First 100 Words","Roger Priddy",4.7,23310,4.99
2017,10,"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",4.6,9795,14.98
2017,11,"The Handmaid's Tale","Margaret Atwood",4.4,37046,7.99
2017,12,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,37833,1.5
2017,13,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero",4.7,20404,1.49
2017,14,"What Happened","Hillary Rodham Clinton",4.6,5989,18.99
2017,15,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16856,8.98
2017,16,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World","Admiral William H. McRaven",4.7,14473,4.81
2017,17,"1984 (Signet Classics)","George Orwell",4.7,33234,3.09
2017,18,"How to Win Friends & Influence People","Dale Carnegie",4.7,33580,5.3
2017,19,"Origin: A Novel (Robert Langdon)","Dan Brown",4.3,23011,25.18
2017,20,"A Man Called Ove: A Novel","Fredrik Backman",4.6,28754,0.94
2017,21,"The Sun and Her Flowers","Rupi Kaur",4.8,8177,8.75
2017,22,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,15251,0.94
2017,23,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,37011,5.72
2017,24,"The Going-To-Bed Book","Sandra Boynton",4.8,7148,3.97
2017,25,"StrengthsFinder 2.0","Tom Rath",4,5517,15.79
2017,26,"The Wonderful Things You Will Be","Emily Winfield Martin",4.9,12069,1.93
2017,27,"The Shack: Where Tragedy Confronts Eternity","William P. Young",4.7,20680,8.25
2017,28,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",4.5,24520,0.94
2017,29,"Option B: Facing Adversity, Building Resilience, and Finding Joy","Sheryl Sandberg",4.5,2235,17.41
2017,30,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",4.6,11897,31.73
2017,31,"A Gentleman in Moscow: A Novel","Amor Towles",4.7,24645,18.88
2017,32,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,10383,15.99
2017,33,"Goodnight Moon","Margaret Wise Brown",4.9,13055,0.25
2017,34,"Thirteen Reasons Why","Jay Asher",4.5,9966,0.25
2017,35,"Leonardo da Vinci","Walter Isaacson",4.5,3730,3.22
2017,36,"The Pout-Pout Fish","Deborah Diesen",4.9,13900,0.35
2017,37,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)","J.K. Rowling",4.9,4658,27.98
2017,38,"If Animals Kissed Good Night","Ann Whitford Paul",4.8,29939,4.79
2017,39,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,21233,5
2017,40,"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team",4.8,24159,17.98
2017,41,"The Very Hungry Caterpillar","Eric Carle",4.9,30371,0.94
2017,42,"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)","Golden Books",4.8,6901,0.25
2017,43,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,8030,4.24
2017,44,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Timothy Ferriss",4.7,5089,8.79
2017,45,"Milk and Vine: Inspirational Quotes From Classic Vines","Adam Gasiewski",4.5,4347,7.99
2017,46,"Ready Player One: A Novel","Ernest Cline",4.7,31391,2
2017,47,"Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3)","Dav Pilkey",4.9,7436,4.84
2017,48,"Obama: An Intimate Portrait","Pete Souza",4.9,5908,64.75
2017,49,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",4.7,6395,14.99
2017,50,"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","David Grann",4.6,10461,15.81
2017,51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Valorie Schaefer",4.8,13660,0.94
2017,52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","Lysa TerKeurst",4.7,6131,7.84
2017,53,"Big Little Lies","Liane Moriarty",4.6,23894,7.78
2017,54,"The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)","The College Board",4.5,1721,1.6
2017,55,"The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond","Melissa Hartwig Urban",4.6,1533,17.12
2017,56,"Thinking, Fast and Slow","Daniel Kahneman",4.6,14675,15.99
2017,57,"Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young",4.9,21922,7.26
2017,58,"What to Expect When You're Expecting","Heidi Murkoff",4.7,13059,9.89
2017,59,"The Glass Castle: A Memoir","Jeannette Walls",4.6,11053,1.55
2017,60,"The Great Gatsby","F. Scott Fitzgerald",4.4,10814,8.74
2017,61,"The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations","Oprah Winfrey",4.7,1743,0.99
2017,62,"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",4.7,16302,5.68
2017,63,"The Rooster Bar","John Grisham",4.1,10093,1.15
2017,64,"The Giving Tree","Shel Silverstein",4.9,15066,1.64
2017,65,"She Persisted: 13 American Women Who Changed the World","Chelsea Clinton",4.8,2171,12.97
2017,66,"On Tyranny: Twenty Lessons from the Twentieth Century","Timothy Snyder",4.7,10518,1.57
2017,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",4.7,41984,4.31
2017,68,"Fahrenheit 451","Ray Bradbury",4.6,15019,1.26
2017,69,"Camino Island: A Novel","John Grisham",4.2,15441,20.5
2017,70,"Turtles All the Way Down","John Green",4.6,5894,9.98
2017,71,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",4.7,15647,2.48
2017,72,"Love You Forever","Robert Munsch",4.9,26343,0.25
2017,73,"The Pioneer Woman Cooks: Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives","Ree Drummond",4.8,2679,7.95
2017,74,"Mindset: The New Psychology of Success","Carol S. Dweck",4.6,7544,10.14
2017,75,"Where Is Baby's Belly Button? A Lift-the-Flap Book","Karen Katz",4.8,7332,5
2017,76,"Grant","Ron Chernow",4.8,5121,26.95
2017,78,"Sapiens: A Brief History of Humankind","Yuval Noah Harari",4.6,32905,9.95
2017,79,"The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","Benjamin Graham",4.7,15423,14.29
2017,80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain","Dr. Steven R Gundry MD",4.4,9106,4.95
2017,81,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)","Rick Riordan",4.8,4148,8.23
2017,82,"Everything, Everything","Nicola Yoon",4.7,4412,0.94
2017,83,"Start with Why: How Great Leaders Inspire Everyone to Take Action","Simon Sinek",4.6,11995,3.6
2017,84,"Norse Mythology","Neil Gaiman",4.6,8355,20.23
2017,85,"Beneath a Scarlet Sky: A Novel","Mark Sullivan",4.7,42470,11.98
2017,86,"Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2)","Dav Pilkey",4.9,8119,6.7
2017,87,"Lilac Girls: A Novel","Martha Hall Kelly",4.6,9671,0.28
2017,88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","J.K. Rowling",4.9,13352,15
2017,89,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus…","Rick Riordan",4.8,3207,9.99
2017,90,"Al Franken, Giant of the Senate","Al Franken",4.8,3630,14.65
2017,91,"Principles: Life and Work","Ray Dalio",4.6,6555,11.5
2017,92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Brené Brown",4.8,6890,13.07
2017,93,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos",4.3,18251,6.99
2017,94,"Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon","Scholastic",4.7,4026,0.36
2017,95,"10-Day Green Smoothie Cleanse","JJ Smith",4.7,21903,3.73
2017,96,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness","Dave Ramsey",4.7,16203,3.81
2017,97,"Dragons Love Tacos","Adam Rubin",4.7,7764,9.5
2017,98,"Harry Potter Paperback Box Set (Books 1-7)","J. K. Rowling",4.8,30952,40
2017,99,"Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series)","Bill O'Reilly",4.8,3619,19
2017,100,"Rosie Revere, Engineer","Andrea Beaty",4.9,4284,2.93
2018,1,"Becoming (182 GRAND)","Michelle Obama",4.8,84761,3.91
2018,2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","Rachel Hollis",4.6,24244,9.95
2018,3,"The Wonky Donkey","Craig Smith",4.8,43718,2.75
2018,4,"Fire and Fury: Inside the Trump White House","Michael Wolff",4.2,14617,11.1
2018,5,"Fear: Trump in the White House","Bob Woodward",4.5,8154,26.33
2018,6,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)","Jill Twiss",4.9,13058,1.46
2018,7,"12 Rules for Life: An Antidote to Chaos","Jordan B. Peterson",4.7,27211,12.36
2018,8,"Magnolia Table","Joanna Gaines",4.8,14206,16.59
2018,9,"Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane","The Staff of The Late Show with",4.6,8049,0.94
2018,10,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",4.6,37307,15.8
2018,11,"A Higher Loyalty: Truth, Lies, and Leadership","James Comey",4.7,7343,10.29
2018,12,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos",4.3,18251,6.99
2018,13,"Diary of a Wimpy Kid #13: Meltdown","Jeff Kinney",4.8,10306,6.79
2018,14,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,37833,1.5
2018,15,"First 100 Words","Roger Priddy",4.7,23310,4.99
2018,16,"Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5)","Dav Pilkey",4.9,8213,5.11
2018,17,"Educated: A Memoir","Tara Westover",4.7,39710,19.6
2018,18,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero",4.7,20404,1.49
2018,19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain","Dr. Steven R Gundry MD",4.4,9106,4.95
2018,20,"Giraffes Can't Dance (Board Book)","Giles Andreae",4.8,20385,0.94
2018,21,"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team",4.8,24159,17.98
2018,22,"Homebody: A Guide to Creating Spaces You Never Want to Leave","Joanna Gaines",4.8,5777,21
2018,23,"The Very Hungry Caterpillar","Eric Carle",4.9,30371,0.94
2018,24,"Crazy Rich Asians (Crazy Rich Asians Trilogy)","Kevin Kwan",4.3,7414,0.35
2018,25,"The Hate U Give","Angie Thomas",4.8,14315,8.65
2018,26,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph",4.3,9089,12.64
2018,27,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,37011,5.72
2018,28,"The Wonderful Things You Will Be","Emily Winfield Martin",4.9,12069,1.93
2018,29,"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",4.7,16302,5.68
2018,30,"The Pout-Pout Fish","Deborah Diesen",4.9,13900,0.35
2018,31,"Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering","Paper Peony Press",4.5,11115,6.99
2018,32,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,10383,15.99
2018,33,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,15251,0.94
2018,34,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16856,8.98
2018,35,"Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)","Dav Pilkey",4.9,7711,5.11
2018,36,"Goodnight Moon","Margaret Wise Brown",4.9,13055,0.25
2018,37,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat",4.8,10983,20.96
2018,38,"A Wrinkle in Time (Time Quintet)","Madeleine L'Engle",4.6,7126,5.35
2018,39,"How to Win Friends & Influence People","Dale Carnegie",4.7,33580,5.3
2018,40,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)","Dav Pilkey",4.9,10683,4.98
2018,41,"Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…","Jennifer Smith",4.4,9706,8.99
2018,42,"Milk and Honey","Rupi Kaur",4.7,23999,8.69
2018,43,"Little Fires Everywhere","Celeste Ng",4.5,38284,12.74
2018,44,"Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)","Anthony Bourdain",4.8,3441,1.49
2018,45,"The President Is Missing: A Novel","James Patterson",4.3,11776,16.99
2018,46,"School Zone - Big Preschool Workbook - Ages 3 to 5, Colors, Shapes, Numbers 1-10, Early Math, Alphabet, Pre-Writing…","School Zone",4.8,39022,8.19
2018,47,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The…","Dr. Steven R Gundry MD",4.4,5012,18.69
2018,48,"Ready Player One: A Novel","Ernest Cline",4.7,31391,2
2018,49,"Fahrenheit 451","Ray Bradbury",4.6,15019,1.26
2018,50,"Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution","Tucker Carlson",4.8,4940,16.9
2018,51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",4.7,41984,4.31
2018,52,"Wonder","R. J. Palacio",4.8,26045,0.35
2018,53,"To Kill a Mockingbird","Harper Lee",4.8,35375,2.2
2018,54,"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",4.6,9795,14.98
2018,55,"The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed…","Leanne Vogel",4.4,5999,2.49
2018,56,"Everybody, Always: Becoming Love in a World Full of Setbacks and Difficult People","Bob Goff",4.8,4195,11.89
2018,57,"Before We Were Yours: A Novel","Lisa Wingate",4.7,26399,1.6
2018,58,"The Reckoning: A Novel","John Grisham",4.1,12597,11.91
2018,59,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,21233,5
2018,60,"Beneath a Scarlet Sky: A Novel","Mark Sullivan",4.7,42470,11.98
2018,61,"What to Expect When You're Expecting","Heidi Murkoff",4.7,13059,9.89
2018,62,"Principles: Life and Work","Ray Dalio",4.6,6555,11.5
2018,63,"Astrophysics for People in a Hurry","Neil deGrasse Tyson",4.7,12157,9.49
2018,64,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,8030,4.24
2018,65,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal…","Anthony William",4.7,7133,19.29
2018,66,"The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)","The College Board",4.5,1721,1.6
2018,67,"Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series)","Sasha O'Hara",4.6,14760,4.99
2018,68,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Valorie Schaefer",4.8,13660,0.94
2018,69,"The Outsider: A Novel","Stephen King",4.6,15416,2.81
2018,70,"Where the Crawdads Sing","Delia Owens",4.8,126306,4.58
2018,71,"Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game)","Wizards RPG Team",4.9,13207,18.5
2018,72,"Sapiens: A Brief History of Humankind","Yuval Noah Harari",4.6,32905,12.75
2018,73,"Love You Forever","Robert Munsch",4.9,26343,0.25
2018,74,"Dragons Love Tacos","Adam Rubin",4.7,7764,9.5
2018,75,"The Woman in the Window: A Novel","A. J. Finn",4.4,20783,1.3
